,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
GENE0420,5.790911887987246,5.552985276335132,6.132155257105606,5.962136423564042,5.160548115640314,4.15392452087132,5.2283200106115695,6.168468734447706,6.90963808872303,3.80108135179621,5.446265390074518,6.231680182513145,6.131553876047816,6.0556995418036825,5.419294603150777,5.140849024372712,6.489298594541008,6.248874510215494,5.914093107915861,8.197042289431844,7.335108380463576,6.539155207204015,7.015511392660758,6.710798831704174
GENE0421,5.697719597140093,4.775020402135449,7.059984225552377,5.983723210016542,6.989975312469188,6.900178774226,4.349436379258463,6.690258130305238,7.906968130415287,5.803677331127188,6.382600759575953,7.144866353250239,4.390888617210895,3.7616794593030662,5.8304369205975375,4.278234246074957,7.481612391760624,6.948034069166135,7.432306137222723,5.951934202030247,7.2347088296093585,6.102955502448332,6.441534134215755,8.35803882284639
GENE0422,4.620401808490527,7.911372786672413,3.935595263803259,5.983657646045537,6.616736882389972,5.4586370066821335,6.316236464265954,6.406571599346324,6.682963183026737,5.781359446773393,5.253673219737079,6.208057675915566,5.646955258425737,6.032220664849789,5.659979476187762,6.2207463915809855,5.334157865888031,5.474734057478784,4.78039405270868,6.172846506466168,5.010605819485878,6.340534539969541,7.121171426830639,7.724013615010859
GENE0423,5.879465229532933,9.050040865845554,6.67845802727103,6.140547984413251,8.135993171358855,5.029445499097545,5.983969715671001,5.6729062462745965,4.580321152481429,7.089558139193609,6.324549534406598,6.734737515763796,6.7168202225352145,4.140337975853942,7.314375914248306,5.175005553302391,7.07551767966957,4.62512698805787,6.402281382550773,5.310554715353787,6.250687800157879,5.830881013157575,6.319760778005382,5.753058587749325
GENE0424,5.475436930367572,7.378103595982946,7.37769436514738,8.094802881369192,6.059170103259188,5.915348441053737,6.11977537441228,5.289286139586741,4.6853934179738195,5.450833946282562,5.2366509697498165,6.663988619349193,6.908217932908181,3.8964636428301844,5.175782697145941,6.479765667142792,6.20855632041561,5.822056156370936,5.790033066421346,6.4241418848239285,6.488883031248896,4.6140426741189025,4.082241391924548,5.954565461690012
GENE0425,6.8506655164681876,5.560217186466323,8.44102277794536,6.955351142656241,5.531416089828672,4.14231434060472,6.850308226816427,5.123273411236843,5.411693439010992,5.197725619204438,4.640808715145232,5.456602127107351,5.443480371834215,5.105233692042153,5.331675716946143,7.990695401573923,6.812871006280386,5.85620224048977,4.128598073707899,6.597133820442091,8.01791900132879,7.903474130433555,5.852204015095187,6.381214039328531
GENE0426,4.78275353800843,6.291477754771054,6.755179112924356,6.556579573370848,7.293120840125541,6.725429321260013,4.203797335676809,5.579401989786308,7.09490164951617,4.205244023507133,6.075443260217193,5.532365389330446,4.638246457742232,7.034812009233845,5.136768224705135,8.329813049402647,5.764246066828791,7.182370107009619,7.845624139445654,6.362048443468042,6.0925988489589455,6.845033398127492,7.821480500523117,6.358390486424004
GENE0427,5.2299657736431096,4.4155184119314494,6.3795075577500455,4.891649862538822,7.018308276655304,7.388330277014218,6.64156232316683,5.936355124952907,6.679207543171614,6.031127632238072,5.712822667310577,5.51915889552252,6.128423576969958,6.020790817612442,7.369432434203226,6.63194762971716,4.545264715672832,6.551585664294423,6.107127261444233,6.315649705589812,5.731749437180015,6.044419001804947,7.816182434678876,5.602167144294318
GENE0428,5.3045440409286995,5.23454297328486,4.830634539352727,6.666309551402641,7.296712352331903,5.350068805308656,6.587278579267769,7.143485828844987,6.251834581851955,6.022795946639451,5.278968561663635,6.6859060356684115,5.74087712864341,6.662678089377681,5.437491025467917,6.358049389940183,7.19921456166439,6.532225756954776,5.300310418119431,4.795523836756615,6.078600173209322,7.527373387265724,6.870892462386243,8.175879102654903
GENE0429,9.014992730738124,5.890428465157537,6.698489390244585,5.9964288773409145,5.402306598440989,6.486668681777081,6.280675052060169,5.948183741175075,5.6136580266233125,6.1502176560986,5.597486693594115,5.849695084743818,4.786784176271337,5.108758271507696,5.409341046114898,6.221171996189486,6.089248103935035,5.350692190041349,5.449944175271674,6.230655614332947,5.475267419576658,4.951084925465607,6.750815661197493,4.501829550667267
GENE0430,4.856710686593908,7.2337995118658815,4.727997119231097,7.644507230677122,4.726143165378397,4.939528984104726,4.843818331548704,4.559709620002612,7.537814601515697,7.321752392416969,4.46968491385937,7.732799660017945,4.65462350774481,9.26106801006296,5.840491642623763,5.342026151365692,6.55140104813606,5.035280407852608,4.447860717935295,5.522950009132379,6.092235154789494,3.624151916350013,5.016611784721233,8.150417523724556
GENE0431,5.992695471250871,3.3651139420924383,6.003806558743419,6.395607982092089,5.982578523030809,6.86538008799759,5.683711676607514,7.119583718156114,5.987206024537682,6.129060549941694,6.3824318359160594,6.766554123205006,6.392707855917033,5.18267899919508,7.763052869559257,5.1391528482958675,5.045695454246523,3.8609030525486485,5.7200592254511635,5.452229017125964,6.074708637663486,5.087900354743369,7.815191119832204,5.354502253452784
GENE0432,5.354373350805713,5.921466416542806,6.411932695457237,7.3306132683145675,6.578010054440288,6.558598086873996,6.131354602469336,5.098822480657946,5.321786080502341,3.559823175250594,5.655361117682418,6.703864808675245,5.714513007796801,6.475922892077609,8.089542481900024,6.11685482472121,6.631723707579813,6.128168991160875,5.10055050287689,5.765317035056809,4.801725249621189,6.933181242757986,7.02210480364834,5.898122070725601
GENE0433,7.946623629889341,5.75128995945346,6.960072864592667,5.727839694604559,6.491552347093559,4.466766961577623,5.455520291149896,6.072924315367512,6.935303743687513,6.051946080266625,7.503136674023677,5.601695278975391,4.981756805570004,8.057196899524719,4.331487744212502,5.19180586203689,5.990862234238506,5.677024607414063,6.138990307310555,6.108168137915181,8.415926739070411,5.737300375091283,6.396046643051133,6.057517094914704
GENE0434,3.326673149871273,4.679499120878336,3.566042376253008,4.768668231214828,5.7802631416973576,6.915357191138882,7.442891788015866,8.734593291226396,6.061701509142398,5.999838616096389,4.3718580676924015,4.862183957754814,6.852702950257636,8.088324768993479,7.499065812530383,5.287330387714673,4.691641332712284,3.965357882182486,5.873861628217517,8.111003310703692,5.397567676909337,5.26327195884113,5.6818506241739515,5.654417369371375
GENE0435,6.047238939190004,3.187073763818559,4.870846393517741,5.528081551675859,6.254805854085911,5.330350494679073,6.189845961880466,5.2670023342659,6.883024280259921,6.311526622396038,6.168591666918005,6.853753213296845,6.603093210043593,5.339668068268894,5.07865106117312,7.4522537341318165,8.115960488073563,7.267944088857889,7.239862388390326,4.857000527606721,5.809106615519426,5.666517083581812,5.62786133561869,5.103743012668102
GENE0436,6.369499344146793,6.3825198491387996,4.988683907768359,5.1797010239040535,6.212622911052717,5.958775088406373,5.33153519387979,5.771145401421818,4.550649202341234,6.727721761604957,5.560455271713356,5.522589287082895,6.521698054055442,7.149244185449152,6.001763837815973,5.309300175068061,6.439046853651445,6.0634866544100365,6.3429061120688335,6.889306366286875,5.805225516924412,7.1235889880035375,5.363633774955911,5.244952729053974
GENE0437,6.9847007253942355,6.485081336036305,5.824695530806573,5.982422114738516,5.671422519732725,5.779042108021925,4.644599808260952,5.147714687469958,5.83014774686238,4.27464984220785,3.624932918674514,4.224738115065711,7.294311367322841,8.10881687091083,6.304521002167035,5.804904282491008,7.260833362748659,4.791858125269847,6.334947053143228,6.341911077406057,5.7182432764871,3.956749538403879,7.220319219337819,5.368571045790617
GENE0438,5.225569212834409,4.3369476914757366,6.6494884748667875,6.403484092503134,6.594448165630661,5.494806083794392,5.664598398475066,5.229217884696162,6.258870048868208,5.982584318933634,5.647005396362345,4.634192285253305,5.6432445525398975,4.365475069048442,5.301804042337202,5.087502884276574,5.733616284232674,6.2882896691014905,5.816829162031649,5.335592841707923,5.701969524169195,6.161605857139133,6.462891496487415,7.47538771086496
GENE0439,8.613523650062856,7.595869825107175,5.990609130020965,4.972060239714435,5.593746508815087,6.219538161117423,5.534492093222799,5.636729475766891,6.7096127959944125,5.77941430279419,6.349698070279302,5.751839154362625,3.790642756063188,3.7887622894115,6.415370760345993,5.900302439137991,6.153787815454038,6.30318208683826,6.238086169410383,5.942961623104359,7.405291100784016,6.232418807496415,6.262301091293265,5.431519164226359
GENE0440,4.726507052540028,8.384935887079479,6.900177017449614,6.272302613352012,5.740802972436926,6.68287143376501,5.440822813919112,6.770971025471653,7.643173750860941,5.912208139224645,7.703784276300998,5.70836087150692,4.040761195163218,6.903957159678047,5.8887971750791825,6.910440045253285,4.767221698709147,5.4654226787744,7.4775434036556705,6.3247184918387775,7.6467522175883165,5.30998209618777,8.597806852994378,8.504445355869908
GENE0441,6.829785943008773,6.16880293019026,6.477201102508867,7.149000615536572,6.277409053053511,5.618817784854825,4.870682912734366,3.6115122936272677,5.6756712844190735,3.7346180479254283,5.832663141250211,7.717813994766982,5.922107671583012,4.962335045939057,5.436621160482527,5.103931294237216,7.8715178885979,5.2776661985235,4.033775147943669,8.802537904656642,5.790469827061988,5.032249650273402,6.009838044538519,5.739688779554015
GENE0442,6.516269437248671,5.82095944448157,3.643941307565485,5.802664882855044,6.974760739658945,5.408572267440088,6.8006623845830285,7.038606547970484,7.29713443190277,4.8596382122303705,4.973502607322834,6.0243105252057285,4.004319696392,4.811795561394412,6.327424048080382,3.706868466577451,4.025660810332258,6.56075463025632,4.216652743338627,8.95965686815113,4.878359292289697,4.807809046695816,4.438249085008896,5.9582549980508235
GENE0443,5.757700541000443,6.404986826144044,5.703533395513727,6.9911632830963235,5.721505470850371,5.564520778004779,6.226999196165046,3.819606321517019,4.741874493343962,7.848663254238596,4.015156975269314,6.9458328988495595,3.3440900917690812,4.200710566705904,5.10768660560304,6.438201609019761,5.803788407344196,6.397994583375621,5.374772052864179,5.78327038401543,5.999274587431954,7.005676414653124,7.867499923790899,4.78049195344611
GENE0444,5.786722230860201,5.520653320279874,6.30673654984851,7.514362237548552,6.077270417550301,5.350447318158311,7.1092217790255585,5.710157625820314,5.813808008507173,6.644319629998773,4.529564042869116,4.459347324511221,4.882583134578812,5.67474666138865,7.128295521511471,5.2529535914539425,5.422464490296077,6.187546350384766,4.966301892808668,5.473113991641763,5.95359930162207,6.622378705616972,7.036108278103833,5.8230984288663485
GENE0445,5.672327239335471,5.764050350572106,6.224443448552381,7.614845487354762,8.392269337590806,8.033888549890127,7.172590287106083,4.875628411149746,6.239248247518205,5.598022678145966,5.849446360181301,7.914197668726933,7.461506155243384,6.9317669799925845,8.87739723678823,6.908996098604129,7.636049169206775,6.611523270613498,6.218059653096077,8.233840547585443,5.138227685638457,4.2265367569799555,4.942775934904927,5.4974739132282355
GENE0446,7.0083407933824695,7.384031644575521,5.136845812559583,5.331772620607791,5.514920565155284,6.052207648445181,6.00620102846601,6.402766347989822,4.9637953640755565,4.821750521462068,5.045990551495847,6.048539539598826,4.65854338650712,5.0090141047630965,6.564113791426342,7.616882320855555,6.427649154648822,4.803866454136463,6.761577916414197,5.3702792504333186,7.543580910364562,6.47402414633167,5.06608575724756,6.132616832349009
GENE0447,4.4589355163197,6.1912780130731715,5.70776198737636,8.311505348667428,6.230647956199164,6.066019063299267,3.374464636148218,6.6957611261465955,7.285710742865602,7.293432380950006,5.863843608280712,5.322794252866023,7.366995389906914,5.9045555856016225,5.960227157208281,5.6356275407911935,3.5283209141724643,5.096871028067958,6.10801460214506,6.659583852722858,5.965954138439802,6.592783291583749,4.115820758875769,4.9499674750896405
GENE0448,8.53282164406123,6.777552600011964,7.489722760384336,5.7011474245199905,7.134178008397897,7.0912540445121675,8.372065366747472,6.490163272807676,4.8494392084347835,5.15972603806434,6.334976535013226,3.1319054678434646,6.4543856713614,6.618469059032221,7.629612438412162,4.001641811170255,4.778778977853822,6.127690153099346,5.952321737781161,6.022357821478555,7.072618754757592,6.381181298057791,7.689075141060395,7.324078075283548
GENE0449,5.259349847901017,6.331706698943665,6.626801700223578,8.094012006178064,6.256785497868392,6.648643164478984,5.491860058509885,6.606781083394642,4.828257422936308,5.2861055085236455,7.402078432115971,6.95409014829192,7.504776198036657,8.496620078208347,7.046301280494034,6.281527314576892,5.396475882304079,5.417374835746626,6.029003855170342,5.94625668460967,6.964522407259343,5.040188485178788,5.389926655070823,6.403359999761578
GENE0450,4.383076215788872,7.618693622767105,6.956589778828118,6.232228906021834,4.880911723875874,5.851590236138513,6.789838963894895,5.31284650656984,4.197977877886985,6.518127924241058,6.350529231585973,5.4692815448605305,8.58214663997956,5.100266153550295,7.534446178830644,6.7426270766661345,6.406985373802142,8.563661434472035,7.282473145057052,5.276428858845659,5.383715466628488,5.169009755775916,6.352999261907884,5.235407135842982
GENE0451,3.6946552091214944,5.483564850446535,7.031015451894019,7.5155595903478165,6.939892778411945,5.883488587346335,7.182641648991609,8.171238265111281,6.601710842428665,6.067763906296587,7.94169195201415,5.325393864837469,6.870103247910898,2.6342236074612746,5.611542831598854,3.567660907724533,6.866722521411993,5.154706840479788,6.75586873040091,5.393483840046759,5.485724070698628,5.291906971907787,6.645837532895045,6.405567849391654
GENE0452,5.0518338323098195,5.936772700884329,5.2763110668001465,5.51107459440631,5.504962061638484,5.416850664378202,6.793747717895777,6.779774591673575,4.3034062945551765,5.776810224353394,8.902389937309607,7.460311477908719,8.435461513913593,4.945911924324425,5.632166996255952,5.1078396321004025,6.070899557421671,6.334374514421459,6.608706918552415,5.544731595890052,5.318154674778424,5.060925498607358,5.865965418683215,6.713887378679401
GENE0453,6.8623864163592145,7.44466613736968,6.438762065539807,6.910170006062895,4.4748439256571135,7.165748495614143,7.291435670135369,7.995994917477649,8.367487245901518,4.781322652197238,7.065569529127211,5.660012873336841,5.526837588914403,5.654060287308082,5.523826081230145,5.890821493812676,5.589069757479618,6.5773163634940275,6.825504917263616,7.365433139484185,6.654983725935193,5.968958757633489,6.833834760701814,7.1847320475264125
GENE0454,6.724712344327503,6.6597512787879785,9.08008025092124,5.417592032792906,7.073524633832999,6.245286188455406,4.243286533052643,4.183806173446742,3.9967530417213184,6.104682604610014,4.296529866479726,5.9616630575615,6.235857014524463,5.53316563761307,5.7847789724276115,7.077319727987065,5.095749635993026,6.134101131927714,3.5986132586896926,6.3443206698386865,7.501629646760357,6.939608860091109,5.791180098221642,5.6087757209472775
GENE0455,7.914829954605527,6.763352626386881,6.138551864875556,6.785574007295083,5.447480801168545,5.900296396966876,5.254577542246463,7.037029178717421,5.020052027706971,5.50037922078591,6.502664665682177,3.218529825261048,5.163222357865227,5.019835873081951,6.220754848512164,6.203687135247742,8.19096168507481,4.984729867444856,4.338640010403654,7.332486415976011,5.291579244122552,6.143615889484151,5.436898508256686,6.672366433892727
GENE0456,6.378015630703781,5.587497539282231,6.022230039241998,5.461830280157055,6.057454933764313,5.5007161880412525,7.607550056107799,5.693428168983264,5.495014864672079,4.018781821673138,4.80470109055394,6.65412286152536,5.8196799526813106,5.634553359365942,6.8086434692785005,7.43852149318111,5.0659654844137805,5.742193550291874,3.6993976286514165,7.049716696528674,9.132039021068902,5.6120028064231295,5.584264437498664,5.909955346167147
GENE0457,6.262273145169194,6.309313005379206,6.306640382777897,4.469921488252984,5.939020918422338,6.704100012631056,4.687490924246486,4.503029270319255,5.387805339936171,6.190484847022897,6.684220244214031,6.858771361481196,5.049218785649465,3.930791329216422,7.728785460991472,7.36091889057016,5.508953967915565,6.8399057578512945,6.310253925089167,5.802116497549059,7.9791990570850535,5.283647749096668,4.455250723945984,6.163127587962089
GENE0458,5.3610733189845545,6.1947380272465775,5.67718196192657,5.223184605579257,5.759190349999933,4.321944351118594,4.313450985798863,5.720462815675082,6.431288910966939,4.153905934333342,6.498799463634696,5.466984223251427,6.429849882196549,6.25877004428815,7.073513485731981,5.837641341181668,4.195184165606064,8.239829759011176,6.1097656135379905,6.167117285952476,5.8501625837382765,7.5433721071671584,4.654397997917981,4.479632276586074
GENE0459,5.23139127735282,6.4316275199116975,5.204877464615906,5.15969714754524,4.774135860452859,6.941150191015665,6.393341452796987,6.875041356703837,5.406364078350411,5.919300986893131,6.8271226700521455,5.1091133009313445,7.104029390766069,6.4745390903320565,7.419218103929,7.0320730487200445,4.199421003287044,5.369813652404008,3.4276939988491195,3.8515777646562075,4.9139397450581,7.468680497415302,5.976259924692191,6.485297246439262
GENE0460,5.444400123632087,5.63705549481339,6.731462846085416,5.805117549455781,5.757742340830622,6.565725580312816,4.814580313568855,6.196662465622778,6.250027165816686,4.045499186595401,4.778541348624838,5.273892325627353,5.457025267891952,6.533598186222068,4.982416450000611,4.963489841787123,6.691932752910276,7.043521793705921,7.081295955774169,4.756792470499272,4.981671628746288,4.113644131037773,3.1318904475795146,4.620834661337437
GENE0461,5.269716603177411,6.215973596303702,6.9101018228611775,5.874947092600312,7.564230320903493,4.995435988979103,7.490355869850975,5.070685122414252,6.525083248301894,6.23107719499877,7.294001630770828,7.620458564157567,4.881127095950595,3.45877671166673,5.765313025467152,6.4265405865965795,5.984954911639586,9.198083920613508,6.5971330318361,6.593568856977686,4.56875332728361,5.3945404167773505,6.522118261838393,6.343088739294026
GENE0462,6.07383111953033,7.3847399002010565,5.253918988738788,6.463939572239721,5.282810418058248,9.126509426135417,5.1635108747595,8.29179886992857,5.735038714260135,5.29190674817481,5.962738686947172,4.747776344963363,4.993694987435081,7.802804766037258,6.5053529434589645,7.021104358779181,5.491561942332452,6.769315263967724,6.158924111722083,5.223325654033058,9.499583362005357,4.471846965721555,6.095863091261721,6.618740902857787
GENE0463,6.343653150406817,5.513037693863527,5.293644333504859,6.386711046978115,5.1965805091212,7.277734670118358,6.264082449141223,5.814063950794619,6.138610748577966,6.587382976584321,7.461005529030435,6.450203131456106,6.232553032543007,7.011033811690223,4.440771361312395,5.41022016094193,5.838992397593752,5.044270983106133,6.806781788022051,6.037295391617632,4.763314763721244,4.640420604177967,5.996771121398109,6.72980120757738
GENE0464,6.103837271603259,8.86526692875924,5.793103893547981,5.361783088879837,7.444240399956614,6.36296731470405,7.4766034431573365,7.575272038205824,5.617220260678526,5.3539139033623,6.806392422533359,5.1111135961299095,5.484907727236332,3.8748700998229664,5.83875897297354,7.6276035955200605,6.038280512968815,4.186112064665248,8.276718698235527,5.289614306532218,6.054440863535276,6.370205073792629,6.95561736971923,6.522242165110758
GENE0465,5.847816328894766,5.987615423163235,5.233236090562832,4.8575583452247635,5.665399869611766,7.705821042188276,4.831638697452476,4.546155430319496,6.197580184232087,7.126122032706932,5.259545112387138,4.928858313417828,6.403643599497854,6.185443918486827,7.670466736046813,7.325680512483933,4.609322891304376,4.863960510362984,2.9302654526037597,6.213438719263162,5.15712770550588,8.181714370752173,5.448677314329239,5.635072259050104
GENE0466,5.22731542285054,6.0982856383092585,7.484825621964768,3.681744853815307,7.229869836307864,3.8413083223927265,5.675181000246741,4.807090415076689,4.8641139422900865,4.473285166944057,6.430238314034389,5.505775126211019,6.586357292328457,6.723515561150262,5.694076229737584,6.7193559187513,6.079085966888697,5.471030166034071,7.006110650134195,7.621802740511053,7.382253588192597,4.127188682486387,6.0689779854880745,7.433539659986429
GENE0467,4.649720835901813,5.895111528270189,5.173921637745704,6.295433031793329,9.21309432358464,5.990044660682596,5.815285401114622,8.447131628730087,6.2176100495125315,5.30920543417181,4.183696185380552,7.19364174342224,4.692298839764816,5.780946600472052,6.472175541220897,6.697466055986442,4.1911586267499095,4.810636088401028,6.240546347655927,4.25418351503676,6.747921657470182,4.532111377791089,5.673832324532268,5.437284179538923
GENE0468,6.866683400500476,5.419719874023014,6.775992424313049,7.260217887835325,5.949951191873627,6.2629425194640085,5.228107115481853,4.776304803127524,4.578929500789366,6.105954298794726,5.363725197016003,6.460128841721253,5.671282931238133,5.442585453442988,5.781083860686493,3.6537528704971307,7.004557846583625,5.599376901735098,5.562559033525678,7.746398932272311,5.644052263116089,6.6412402211468855,3.8295726452917798,5.295898419012938
GENE0469,7.262047687970609,6.953742854973027,6.736137832086728,5.104992948724372,6.249528842479391,5.5677499747587165,6.377288226137725,6.970112891103577,6.213037882395622,7.152759390627388,7.219827913597487,4.695075548315149,3.86776698384063,7.131249291502495,6.0880239946847166,7.551378306178409,6.3805603374516515,7.752327565854564,6.842178218176773,6.431683649314716,5.560516264309338,5.42324642284323,4.040869522751637,6.690864533418295
GENE0470,5.08752059295146,5.697894819425796,5.953985339907182,5.389647900798919,6.1966819206184995,3.304935205568093,6.024421470614818,6.72508775700774,4.040022037525574,5.219643011118641,7.537826591982815,5.889622329222492,5.200939536074957,6.840556089275396,4.731487385138169,4.830590750098491,4.933503322747196,7.543790035802744,4.836461667999233,5.911617725222644,7.285698330427093,4.8571105261480305,4.0123536293777295,8.379942856278358
GENE0471,6.145232078545774,5.268938768176872,5.816747145234808,6.839888670260603,4.239597746046189,5.463894625520622,6.900940267618551,7.656919167328634,7.645801162618059,6.121332588510657,7.698612622529809,4.0785573197572536,6.162854812076267,3.036389836763573,7.6041351474870735,6.49409010908627,7.990101295085812,5.318324197300902,4.483331764461049,6.890308497751651,5.815901997922589,7.22355131070896,6.873334592152537,5.657585616319581
GENE0472,5.9644901131808785,5.736984106427261,6.029719034844933,5.434316949272853,6.6728391582531765,4.083503434617898,3.863633168405606,5.5021807695683425,5.303017610939082,5.417286351175816,7.362755482268388,6.140062802062388,6.850891264868773,6.5690790007050195,7.658087140690051,5.292369878194387,6.629606245528973,5.759144165139373,4.775970348193504,4.657071973253703,5.753994874201003,7.158111821498845,5.355333411749306,5.440492786653175
GENE0473,5.233332664473565,4.676402860109825,5.463169065815209,7.241620049572189,6.2870624162987845,5.369432704535117,5.580261564339167,6.365326896117708,5.333151252879847,6.975055959106507,7.361810463297507,4.727460362578065,5.6646410311944875,6.438976449569856,7.431040535622516,3.1296824734802806,5.296898440982383,3.1969672122055046,6.832560767649917,6.0008821545655415,7.128528399515439,5.737433995561672,5.747893491452522,6.39299650242712
GENE0474,6.08788980806252,5.419975426791554,6.960789774314438,7.218148542627317,6.35331419309553,7.520077956978708,7.6211931682148695,5.342543494873146,6.015009213011838,6.4080744002832235,4.237124884123018,6.109073806479225,5.849479173707986,5.176546117410189,6.264053895894118,4.954502431964147,4.282832461486819,3.363376631629816,4.097088228631364,4.654457589861813,6.017916948410092,6.34503099510791,5.320273172921416,6.649939570743092
GENE0475,6.329434086188743,4.990868563888041,4.923294500881249,7.3312799952463505,5.404025488791693,7.89301424376783,4.582167661378093,5.696758387061707,4.300131626274344,3.7819475418706956,5.216832899866674,6.758452571811868,5.259947827865893,6.6057606445923405,4.9932015532714,7.449177425909778,5.052664955312514,7.5808507155263465,6.017244859436602,4.820866358283795,5.014172236433487,6.3832134497614454,4.707212898282799,6.263253962918574
GENE0476,5.15859829073846,4.759696751791458,5.020875017673108,4.228903097505995,6.0873116202499284,6.164825280584449,5.103084952836225,5.066204034869502,4.285735515419828,5.226478853704497,6.4231069840916355,5.153916619623632,6.19220368969761,6.564884824162086,4.608636969979897,8.332454399683407,6.927082072365733,5.528664308739624,3.98987682264586,4.793955087953321,8.070844922242303,6.4215215831402634,5.324407018940704,5.433652681110603
GENE0477,7.471838134432737,6.402234901843943,5.49577431015186,4.123649595355023,5.721698908163802,6.588943653516108,6.4847124533213005,4.816433501558317,5.919571422362694,6.558560004983436,7.514963132049682,5.542626263515664,7.918237932350712,6.502020206307679,5.309876225604337,4.835859800813989,3.5472181755492436,4.846832529386363,7.605778624829742,5.460526821079223,4.15999069118343,5.026568902244083,5.999224398010676,5.5728996380570965
GENE0478,6.366923332755655,5.584455657123011,5.2966143662218075,5.878686506433774,4.702398912401555,6.1404890609312455,4.854702986835054,5.742670871321939,6.295323387690105,5.543599497613338,5.9178645716836575,6.70429023269864,5.149906107710128,7.794598044140064,4.554898213776792,7.296859624259388,6.416937309619103,6.459577947445662,7.057184428998454,5.968330660738581,6.169341348732844,6.043771724301531,6.901988363138358,7.099397679363436
GENE0479,5.967108270481545,5.5806488591538495,4.823430218529807,6.18830114109432,5.441127176270452,4.015475646122252,5.828390006462259,6.0277273366547695,6.8486797012954135,5.941348368255783,4.831486254455573,7.087169198571854,3.675676627190519,4.268849844529773,5.666904180515434,5.606692752375597,5.674286555047383,5.020530474664022,6.97398983430193,5.705469040416346,4.410839950276761,6.325250317494487,5.049455210662009,4.862755613396574
GENE0480,5.809949940541316,7.672932227936919,3.515404461558162,4.088213053888343,4.888230797059927,7.715111454474707,4.652162405583489,7.013388667426015,6.823159651470573,7.099400998375999,4.863838083018521,5.968592879136201,6.638412887152518,6.300159013789674,8.990747800984217,7.974819837752132,7.167345489861158,6.672878435575326,6.758158898587604,7.106437835855744,7.858791472295538,5.0524272175153255,7.233225848430122,6.229259756785939
GENE0481,7.096442736679985,6.040069135406693,5.456597012556872,5.4753977464204695,6.085794267135698,6.539266849415924,5.503345254678518,4.356201194701471,6.699752386697281,5.841124885196019,3.679768261879323,4.20554059845815,6.282808438157006,6.6911585216992755,7.197649433551619,5.403915708482948,5.2683417684714735,6.580308271494474,5.031814287230728,5.067898707679472,6.184599947411088,6.272599853203418,6.574927528157958,6.0963934680941945
GENE0482,4.8712300085964415,5.578816952479934,6.059867671263615,7.365827618928274,6.730057762447748,6.157918777261662,6.686639638456016,7.393911405001804,4.553636509166004,6.013396950944661,4.190475948967313,5.99484224638628,5.452289733760827,7.469076199201247,7.256018010207736,8.237923897004933,5.686436661288954,6.270871192233319,5.938526764365098,7.4475189259944745,5.969123905702606,4.9482253339676525,4.129938212785714,7.38650734504793
GENE0483,6.36291585145604,6.213844698828812,7.695666861817911,6.164653128954578,4.37076584675682,4.624663508761863,6.667285151818469,6.788001917873452,8.46049713466084,6.09170378679553,8.101931545805101,4.808004868746101,5.238571148736096,4.850654915697212,6.299864106977268,7.389589144795829,5.875190253582005,5.029468678473705,6.763442502414033,5.93070183398136,6.783268113131402,5.97404928521826,5.968992697118744,8.302500382453564
GENE0484,4.915708492374669,6.530334997238367,6.863206423265994,7.232377859742217,4.8659389751856645,6.502623150905504,5.544242821985123,5.984611796593358,5.583269166139742,5.485129072213557,7.767054643378736,7.176230351269967,4.526557821025067,5.750101768186043,5.910631872581864,7.546667213065959,4.773616537756526,5.282694582565403,5.216824354755714,3.872720548286232,3.8853921696662472,6.302941464009007,5.193752747281203,6.26545518487919
GENE0485,4.240748952125502,4.753268608477481,5.534196374328461,4.366679942381748,5.669112107243753,5.653182870223949,5.557173014884498,4.4891566068881295,7.289440679639223,4.665307141004246,5.80030062193981,5.80673376240976,6.029357285752821,4.471370179504224,6.293457602993893,5.223418956852603,6.577012930926382,6.987770652592993,6.046427129752777,5.364878960498764,7.756859083034158,6.448286036130789,5.134951159059178,4.739067075251353
GENE0486,6.409834412466532,5.6280151422770945,4.7805656949376845,6.085341062932701,4.615217986671762,6.08535339364316,6.289131061901102,5.057935901603107,6.363558684318791,5.153837363052659,5.951151594269323,4.274247776093905,6.08092882591116,7.155836356970185,4.333749555810809,6.7890333268058445,5.3625488754974455,6.968173785465524,7.894215318576876,6.085171815215995,6.586550209889371,6.3959087705552315,7.049032787190081,5.744322652628664
GENE0487,6.725236230382195,5.217960073526738,7.226426453449274,4.826269172748584,5.480202987484622,5.292059450869349,6.414525411086367,6.837318359967375,6.581676918736073,5.411632388911446,7.603565468053511,7.280208645391384,6.2902063276839195,5.325969802345818,4.509700270608111,6.766395657503496,5.654416937776651,7.048828429949442,7.129552630639333,5.511142068796147,6.01140604707485,5.96620333751761,7.58947652952689,5.593357924087837
GENE0488,6.713494839339922,6.075716496353436,7.699069475556254,5.268531960249862,4.852535192671102,3.9291121463652074,6.1800335810528315,6.260390881250305,5.7599116539307005,6.997014967322857,7.670995471328176,5.145024743477701,5.747581048480431,4.1375449330440075,6.0640644408745565,5.297426472186154,5.525333185508897,5.8294521217887425,6.527197784827561,5.696996719939973,8.158416474353631,5.869408166842508,4.413775574157322,5.150848908853445
